Depth(ft),ROP(1 ft),weight on bit (k-lbs),Temp Out( degF),Temp In(degF),Pit Total (bbls),Pump Press (psi),Hookload (k-lbs),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow Out %,WH Pressure (psi)
446.17,159.25,4.42,109.19,108.26,268.57,395.09,54.98,31.65,76.25,896.12,60.22,5.21
447.22,105.54,2.44,109.19,108.29,268.53,396.24,56.96,31.65,77.96,893.46,61.95,5.21
448.28,152.03,6.61,109.31,108.29,267.71,392.81,52.79,31.65,74.88,891.62,61.74,5.21
449.29,166.49,2.4,109.35,108.33,268.38,397,57,31.65,65.21,894.48,61.19,5.59
450.33,100.86,4.33,109.42,108.37,267.65,397.76,55.07,31.65,71.65,895.71,60.66,5.59
451.37,162.25,4.15,109.5,108.41,267.6,396.24,55.25,31.65,67.22,892.85,56.27,5.59
452.39,193.52,6.88,109.5,108.45,267.27,395.48,52.52,31.65,69.23,893.87,57.03,5.59
453.48,187.62,9.6,109.46,108.45,267.03,396.24,49.8,31.65,65.76,893.47,57.41,5.59
454.52,93.3,6.08,109.46,108.52,265.97,396.24,53.32,31.65,69.94,890.8,58.23,5.21
455.53,140.87,5.51,109.46,108.52,265.84,392.81,53.89,31.65,69.72,888.55,56.27,5.21
456.61,148.85,12.19,109.54,108.56,265.54,399.67,47.21,31.65,68.14,895.92,58.02,5.21
457.67,140.78,6.17,109.61,108.6,265.19,397.76,53.23,31.85,66.89,894.9,56.62,5.59
458.72,271.55,16.32,109.61,108.64,265.17,397,43.08,31.65,65.09,895.3,56.88,5.21
459.78,131.01,9.29,109.69,108.64,265.15,397.76,50.11,31.65,67.59,893.46,60.31,5.21
460.87,207.35,8.24,109.65,108.64,264.97,395.09,51.16,31.65,70.42,891.42,59.84,5.21
461.89,228.96,17.59,109.69,108.68,264.64,396.24,41.81,31.65,65.63,894.89,59.05,5.21
462.94,190.08,11.57,109.77,108.71,264,394.33,47.83,31.65,64.32,890.6,58.29,5.59
463.98,138.24,10.17,109.77,108.71,263.31,392.43,49.23,31.65,68.62,890.18,58.52,5.59
465.02,95.69,4.68,109.77,108.75,263.28,394.71,54.72,31.65,69.36,891,58.49,5.21
466.05,50.43,11.31,109.73,108.83,261.9,395.86,48.09,31.65,79.73,892.03,61.36,5.59
467.09,65.47,13.29,109.73,108.87,261.3,398.14,46.11,31.65,78.33,894.49,59.52,5.59
468.11,53.08,13.02,109.92,108.98,259.69,394.33,46.38,31.65,84.34,889.99,60.07,5.59
469.16,46.07,10.52,110.3,109.1,259.6,397.38,48.88,31.85,84.15,891.22,56,5.59
470.18,126.31,11.4,110.22,109.17,259.11,397,48,31.85,81.35,890.2,57.23,5.59
471.22,70.38,16.58,110.41,109.25,257.86,397.76,42.82,31.65,81.56,891.83,55.94,5.59
472.24,56.35,10.43,110.57,109.32,257.82,394.71,48.97,31.65,87.11,889.99,55.24,5.97
473.25,40.24,4.59,110.22,109.67,254.52,398.91,54.81,31.65,135.9,877.63,59.46,5.97
474.27,61.04,10.39,110.68,109.71,254.53,395.86,49.01,31.37,82.99,878.25,59.14,5.97
475.31,71.72,10.56,110.91,109.71,254.52,401.19,48.84,31.37,103.56,882.75,59.11,5.97
476.33,60.04,12.89,110.83,109.74,254.52,400.43,46.51,31.37,91.17,882.95,59.11,5.59
477.34,59.07,2.13,110.99,109.82,254.52,399.29,57.27,31.65,109.9,879.06,58.84,5.59
478.38,98.2,8.9,110.83,109.82,254.52,405.39,50.5,31.65,91.9,882.54,60.31,5.59
479.4,83.18,6.7,110.91,109.86,254.52,417.21,52.7,31.85,54.19,885.65,62.65,5.59
480.41,54.84,11.66,110.8,109.97,254.47,419.88,47.74,31.65,78.78,896.51,63.41,5.97
481.45,67.85,13.16,110.83,110.01,254.16,417.97,46.24,31.85,85.56,898.14,60.95,5.59
482.47,79.62,15.66,110.8,110.05,253.81,418.35,43.74,31.85,81.44,898.76,63.65,5.59
483.49,60.04,12.28,110.8,110.09,253.52,421.4,47.12,32.13,81.99,899.58,62.06,5.59
484.5,61.04,17.11,110.91,110.12,253.29,418.35,42.29,32.13,75.46,897.12,62.53,5.59
485.52,50.17,14.96,111.21,110.16,252.58,417.59,44.44,32.41,76.44,898.14,63.65,5.59
486.54,58.14,10.17,111.33,110.2,252.58,419.88,49.23,32.41,77.14,897.73,64.17,5.59
487.55,39.81,12.63,111.52,110.32,252.28,417.21,46.77,32.41,76.47,890.57,61.95,5.97
488.57,47.76,15.44,111.71,110.32,252.28,417.21,43.96,32.41,83.94,896.51,62.04,5.59
489.59,45.78,15.26,111.75,110.39,252.1,419.49,44.14,32.68,80.62,897.12,62.09,5.59
490.61,65.4,13.81,111.86,110.43,251.89,413.01,45.59,32.96,77.9,894.87,62.62,5.21
491.62,55.08,15.26,111.86,110.51,251.36,412.63,44.14,32.96,85.98,891.38,59.31,5.21
492.66,124.4,10.78,111.9,110.54,251.21,414.16,48.62,33.23,85.89,887.28,58.93,5.59
493.68,135.66,3.63,111.98,110.58,251.2,410.73,55.77,33.23,88.21,884.21,58.38,5.97
494.73,190.07,9.95,111.94,110.58,251.21,409.96,49.45,33.23,87.6,891.58,59.14,5.59
495.75,241.92,10.21,111.94,110.58,251.19,410.73,49.19,33.23,93.58,886.05,58.17,5.59
496.77,244.23,5.73,111.9,110.58,251.2,411.49,53.67,33.23,89.52,891.17,58.84,5.59
497.86,262.66,9.64,111.9,110.62,251.2,407.29,49.76,33.23,95.11,885.44,59.69,5.59
498.96,231.77,6.66,111.86,110.66,251.19,410.73,52.74,33.23,93.37,829.53,59.63,5.97
499.96,231.77,6.66,111.86,110.66,251.19,410.73,52.74,33.23,93.37,829.53,59.63,5.97
500.01,237.59,8.06,111.9,110.66,250.99,413.39,51.34,33.23,94.04,883.8,60.04,5.59
501.03,215.04,10.04,111.94,110.66,250.87,414.54,49.36,33.23,101.3,803.94,58.14,5.59
502.07,219.56,11.14,111.94,110.66,250.86,412.63,48.26,33.23,100.08,881.35,58.43,5.59
503.09,152.62,11.4,111.94,110.7,250.52,414.16,48,33.23,89.1,846.12,58.76,5.59
504.14,93.3,14.61,111.21,110.58,247.52,406.15,44.79,32.96,76.74,851.91,57.97,5.59
505.16,61.03,15.4,111.41,110.58,247.52,401.19,44,32.96,72.71,851.09,58.46,5.21
506.18,76.3,19.3,111.44,110.58,247.29,402.34,40.1,32.96,65.76,850.47,57.73,5.21
507.21,38.78,16.14,111.6,110.62,246.47,404.24,43.26,32.68,90.77,851.7,58.46,5.59
508.23,91.07,11.88,111.63,110.62,246.46,405.01,47.52,32.68,84,852.52,58.26,5.59
509.25,81.39,16.85,111.67,110.66,246.48,404.63,42.55,32.68,85.19,851.09,59.55,5.59
510.28,64.41,10.65,111.71,110.7,246.47,400.81,48.75,32.68,84.25,846.38,60.72,5.21
511.3,83.24,9.6,111.79,110.73,246.46,400.43,49.8,32.68,82.38,845.96,59.37,5.59
512.32,69.11,9.95,111.86,110.77,246.44,406.15,49.45,32.96,60.48,853.74,60.19,5.21
513.38,95.06,16.93,111.9,110.77,246.05,404.24,42.47,32.68,86.87,849.85,59.9,5.21
514.39,64.29,8.9,111.9,110.81,246.17,405.39,50.5,32.96,65.45,852.72,60.42,5.59
515.43,70.44,12.06,111.98,110.85,245.69,405.01,47.34,32.96,95.63,851.69,60.07,5.59
516.47,91.07,6.83,112.02,110.85,245.32,405.01,52.57,32.96,90.62,853.94,58.64,5.59
517.5,113.12,8.37,112.02,110.89,244.96,405.01,51.03,32.96,94.19,850.26,58.08,5.21
518.52,71.75,12.1,112.02,110.93,244.65,401.96,47.3,32.96,94.99,823.03,55.86,5.59
519.58,71.74,13.68,112.05,110.96,244.66,406.15,45.72,32.96,85.34,850.67,56.68,5.59
520.6,130.76,10.48,112.05,111,244.65,400.81,48.92,32.96,95.11,847.18,57.09,5.59
521.61,76.32,11.75,112.13,111,244.66,403.86,47.65,33.23,76.19,848,56.91,5.21
522.63,108.63,16.58,112.09,111.04,244.64,403.1,42.82,32.96,87.88,850.86,56.94,5.21
523.69,146.22,15,112.09,111.04,244.64,401.19,44.4,32.96,87.57,847.18,55.94,5.59
524.72,25.03,5.25,112.24,111.12,246.58,398.53,54.15,33.44,97.7,845.75,58.43,5.59
525.74,111.03,8.54,112.21,111.15,246.13,399.67,50.86,33.23,92.54,845.75,58.32,5.21
526.78,77.81,10.08,112.24,111.12,246.14,399.67,49.32,33.44,92.06,849.43,60.34,5.59
527.8,81.46,7.97,112.32,111.15,246.88,400.81,51.43,33.44,91.29,845.95,62.04,5.21
528.84,120.4,7.67,112.32,111.19,246.79,398.91,51.73,33.44,94.34,845.74,61.48,5.59
529.85,61.1,10.52,112.36,111.19,246.8,401.19,48.88,33.44,91.14,845.54,57.56,5.59
530.87,58.19,9.55,112.36,111.15,246.8,400.05,49.85,33.72,89.01,845.95,58.35,5.59
531.89,70.46,6.57,112.4,111.19,246.8,403.1,52.83,33.44,95.47,848.4,58.32,5.21
532.93,120.41,0.7,111.79,109.02,258.45,453.43,59.07,32.41,74.36,890.57,58.67,5.59
533.96,116.65,3.25,111.37,109.02,259.09,457.24,56.52,32.13,64.75,894.68,58.61,5.59
535,120.35,4.7,111.21,109.02,259.26,462.19,55.07,32.41,67.98,898.37,58.99,5.21
536.02,118.18,8.43,111.25,109.02,258.79,467.15,51.34,32.13,59.32,901.23,59.43,5.21
537.06,120.4,7.29,111.29,109.06,259.26,467.53,52.48,32.41,79.76,903.89,59.28,5.21
538.09,120.4,9.27,111.25,108.9,258.68,468.29,50.5,32.13,72.99,904.3,60.83,5.21
539.11,122.64,5.93,111.25,109.06,258.95,471.34,53.84,32.13,76.07,901.85,61.86,5.59
540.13,118.18,9.27,111.21,109.06,258.68,467.91,50.5,32.41,74.79,901.43,59.66,5.59
541.14,121.98,10.94,111.21,108.94,258.67,467.53,48.84,32.13,67.92,901.63,60.25,5.59
542.18,59.25,6.72,111.18,109.13,258.58,472.11,53.05,32.13,50.56,903.89,59.6,5.59
543.22,120.4,6.98,111.14,109.17,258.58,472.49,52.79,32.13,86.96,905.33,58.55,5.59
544.24,122.13,7.73,111.18,109.21,258.59,475.92,52.04,32.41,85.92,906.97,56.47,5.59
545.25,118.18,7.6,111.18,109.25,258.55,475.16,52.17,32.41,88.06,907.59,58.43,5.59
546.29,120.4,7.42,111.18,109.25,257.91,476.68,52.35,32.41,78.2,902.67,57.91,5.59
547.31,122.12,5.09,111.18,109.29,257.84,478.21,54.68,32.41,73.78,906.97,59.31,5.59
548.35,103.69,10.89,111.14,109.32,257.82,476.68,48.88,32.41,55.17,909.43,59.08,5.21
549.36,99.03,6.41,111.14,109.36,257.47,474.78,53.36,32.41,90.5,914.55,60.78,5.59
550.38,122.11,6.63,111.1,109.36,257.26,477.44,53.14,32.41,82.23,917.21,60.4,5.21
551.42,120.41,11.77,111.18,109.36,256.33,475.16,48,32.41,79.3,917.21,59.52,5.59
552.44,93.95,8.87,111.25,109.4,256.25,474.01,50.9,32.41,80.86,920.69,60.34,5.59
553.45,77.97,5.4,111.29,109.44,255.95,470.96,54.37,32.41,90.1,917.83,59.99,5.59
554.49,120.4,7.42,111.33,109.48,255.95,472.87,52.35,32.41,83.76,912.71,60.75,5.59
555.53,120.41,5.05,111.33,109.51,255.95,478.21,54.72,32.41,88.76,914.15,58.96,5.97
556.54,122.11,3.86,111.33,109.51,255.95,471.73,55.91,32.41,88.06,923.77,61.33,5.59
557.56,120.41,7.55,111.37,109.55,255.96,472.49,52.22,32.41,87.51,922.74,60.04,5.59
558.6,120.42,4.08,111.37,109.59,256.22,470.96,55.69,32.68,90.81,761.19,60.95,5.59
559.62,122.14,3.78,111.41,109.55,256.25,474.39,55.99,32.41,94.5,913.74,61.63,5.97
560.65,120.42,6.76,111.41,109.55,256.24,478.21,53.01,32.68,82.54,927.04,61.57,5.59
561.67,118.18,10.94,111.48,109.59,256.25,478.21,48.84,32.68,81.8,870.53,62.24,5.21
562.69,120.41,11.86,111.52,109.63,256.25,475.92,47.91,32.68,83.06,834.9,62.71,5.21
563.71,109.79,12.96,110.22,108.75,265.81,390.52,46.82,31.37,24.57,801.95,55.92,5.59
564.72,101.79,11.07,110.03,108.75,266.65,388.99,48.7,31.37,75.18,806.25,53.9,5.59
565.74,118.18,5.45,109.84,108.75,266.95,406.53,54.33,31.37,85.89,840.84,55.04,5.59
566.76,116.59,8.43,109.84,108.79,266.7,397,51.34,31.37,80.34,832.24,56.97,5.59
567.78,114.49,10.76,109.84,108.79,266.69,389.38,49.01,31.37,77.56,823.21,54.6,5.59
568.81,113.12,12.82,109.88,108.75,267.6,386.71,46.95,31.37,69.66,821.16,54.19,5.59
569.87,97.5,2.15,110.07,108.75,268.17,390.14,57.62,31.37,87.85,826.07,53.92,5.59
570.89,118.2,5.49,110.15,108.68,267.94,411.87,54.28,31.37,85.34,813.4,55.59,5.59
571.93,116.65,6.32,110.19,108.68,268.5,429.03,53.45,31.1,81.68,863.19,56.62,5.59
572.94,122.12,5.8,110.22,108.6,268.49,428.64,53.97,31.1,87.02,861.14,56.33,5.97
573.96,118.18,10.85,110.3,108.56,268.49,428.26,48.92,31.37,78.36,863.81,57.58,5.59
575,109.79,10.1,110.38,108.52,268.75,425.59,49.67,31.37,74.76,861.76,56.88,5.59
576.02,122.64,7.82,110.41,108.52,268.51,435.13,51.95,31.1,67.53,871.34,56.53,5.59
577.05,113.11,6.85,110.41,108.49,268.52,437.03,52.92,31.37,80.4,863.76,56.15,5.97
578.09,124.42,6.59,110.41,108.45,268.66,433.22,53.18,31.37,79.55,870.1,56.38,5.97
579.11,122.12,4.48,110.45,108.45,269.17,433.98,55.29,31.37,71.28,869.49,56.53,5.59
580.14,120.4,2.37,110.49,108.41,269.57,433.22,57.4,31.37,88.55,870.3,57.29,5.97
581.18,120.4,6.59,110.57,108.41,270.32,432.08,53.18,31.37,78.27,865.8,56.59,5.59
582.2,118.18,7.03,110.57,108.37,270.25,433.22,52.74,31.37,78.78,868.47,56.76,5.59
583.23,120.4,9.4,110.6,108.37,270.03,433.98,50.37,31.37,72.8,869.08,57.53,5.97
584.25,118.18,9.71,110.64,108.37,270.29,435.89,50.07,31.37,72.29,869.49,57.2,5.97
585.27,114.49,9.31,110.64,108.33,270.24,434.36,50.46,31.37,72.53,869.7,56.03,5.97
586.29,116.65,10.23,110.68,108.33,270.3,432.84,49.54,31.37,75.28,866.63,57.5,5.97
587.31,118.18,11.46,110.64,108.33,270.36,431.31,48.31,31.65,74.97,802.13,56.03,5.97
588.32,71.86,4.83,110.68,108.33,270.36,434.74,54.94,31.65,70.12,870.1,56.41,5.97
589.38,99.28,8.39,110.68,108.33,270.37,431.69,51.38,31.65,87.85,868.87,55.97,5.97
590.42,128.71,7.82,110.64,108.29,270.36,435.51,51.95,31.65,82.42,872.55,56.33,5.59
591.45,138.27,11.59,110.64,108.29,270.36,432.84,48.18,31.65,84.15,868.26,56.3,5.97
592.47,107.77,6.46,110.68,108.29,271.22,434.36,53.32,31.65,85.68,868.87,55.94,5.97
593.51,120.41,9.27,110.64,108.29,271.05,432.84,50.5,31.65,82.48,867.23,57,5.97
594.56,143.58,3.52,109,107.72,274.94,456.09,56.78,598.9,70,865.37,53.57,7.88
595.58,122.15,2.02,108.28,107.76,274.84,477.44,58.28,516.64,96.27,884.45,54.39,8.26
596.6,118.19,8.7,108.09,107.84,275.2,479.73,51.6,605.24,63.19,886.09,55.15,8.26
597.62,120.41,7.03,108.36,107.88,275.19,479.73,53.27,564.49,90.32,883.84,56.82,8.26
598.64,126.32,0,108.66,107.88,275.18,481.64,60.96,444.04,113.2,886.92,57.7,7.88
599.67,116.65,4.83,108.81,107.8,275.19,486.21,55.47,539.74,85.13,887.94,57.82,7.88
600.71,119.51,0.4,109,107.88,274.88,488.5,59.9,494.3,96.14,889.78,57.99,7.88
601.73,118.18,10.1,109.04,107.91,274.85,488.88,50.2,577.11,77.17,889.58,58.96,7.88
602.74,118.18,4.88,109.04,107.91,274.8,485.45,55.42,494.03,92.85,885.68,59.17,7.5
603.76,122.11,1.19,108.97,107.88,274.83,485.45,59.11,528.43,97.52,883.43,57.79,7.88
604.78,65.44,11.6,108.74,107.88,274.84,486.98,48.7,623.86,64.81,884.66,56.91,8.26
605.8,116.64,9.93,108.55,107.91,274.03,487.36,50.37,570.01,71.49,882.82,56.85,8.26
606.85,108.63,0,108.36,107.95,274.28,489.64,60.78,502.16,90.38,883.22,54.45,7.88
607.87,107.75,5.01,108.16,107.99,273.34,483.54,55.29,542.64,84.98,881.58,55.71,7.5
608.91,120.4,4,108.01,107.99,273.25,474.39,56.3,510.3,93.83,868.67,55.77,8.26
609.95,120.4,2.68,107.9,108.03,273.33,476.3,57.62,457.76,99.13,869.27,56.41,7.5
610.96,122.12,4.26,107.75,108.07,272.94,475.16,56.04,492.99,85.53,869.48,57.06,7.88
611.98,113.12,8.17,107.63,108.1,272.5,473.25,52.13,543.19,73.66,869.89,57.41,8.26
613.02,120.4,8.83,107.48,108.1,272.32,475.54,51.47,525.05,77.93,870.09,57.61,8.26
614.05,77.79,7.07,107.29,108.18,272.19,476.3,53.23,519.26,81.01,866.41,58.11,7.88
615.07,101.78,6.72,107.21,108.22,272.18,474.39,53.58,540.29,76.4,865.38,58.67,8.26
616.11,113.12,5.93,107.25,108.26,271.65,473.25,54.37,512.92,87.75,864.97,58.29,7.88
617.15,103.69,10.02,107.44,108.26,271.56,474.01,50.28,536.64,80.1,866.41,58.61,7.88
618.16,76.36,8.57,107.59,108.41,271.17,475.16,51.73,532.43,86.96,864.16,58.73,7.88
619.2,91.06,7.73,107.82,108.49,270.88,472.49,52.57,568.15,75.73,860.88,58.4,7.88
620.24,34.9,4.79,108.36,108.64,270.37,467.91,55.51,398.05,104.57,859.04,59.22,7.5
623,34,0,106.6,108.87,267.51,440.84,61.31,415.7,59.35,826.33,58.23,7.88
624.02,21.31,8.91,107.82,109.13,267.22,483.16,51.69,557.12,87.63,852.92,58.93,7.88
625.04,98.25,9.52,108.13,109.17,267.17,489.26,51.08,526.85,89.58,870.75,58.9,7.88
626.05,99.04,8.12,108.13,109.17,266.93,486.59,52.48,548.7,84.55,867.27,59.4,7.88
627.09,116.65,4.56,108.09,109.17,266.07,488.5,56.04,484.58,97.82,870.14,59.34,7.88
628.11,114.48,8.38,108.05,109.17,265.99,488.5,52.22,543.46,88.73,868.3,59.46,8.26
629.13,121.74,7.02,107.97,109.25,265.69,490.03,53.58,488.99,96.97,870.14,59.37,7.88
630.14,101.79,10.36,108.01,109.29,265.61,487.36,50.24,545.53,69.27,868.29,59.11,7.88
631.16,76.34,6.1,108.09,109.29,265.59,492.31,54.5,522.64,78.94,872.59,58.76,7.88
632.2,93.35,8.69,108.28,109.32,265.59,494.22,51.91,557.6,75.89,872.18,58.73,7.88
633.22,91.61,7.55,108.47,109.4,265.59,495.74,53.05,552.63,77.17,874.64,58.87,7.88
634.25,98.26,10.18,108.62,109.44,265.6,495.36,50.42,533.19,77.78,873.62,59.78,7.88
635.29,63.31,8.91,108.93,109.51,265.61,494.6,51.69,533.74,79.97,873.42,59.14,8.26
636.31,101.79,7.55,108.93,109.55,265.61,498.03,53.05,552.36,76.16,875.67,59.05,7.88
637.35,113.12,4.43,108.93,109.59,265.61,497.65,56.17,526.64,80.34,874.44,58.64,7.88
638.36,118.18,8.29,108.93,109.63,265.6,496.13,52.31,530.57,78.94,874.44,59.46,7.88
639.38,118.19,0,108.97,109.67,265.61,498.41,61.75,423.28,110.3,873.83,59.17,7.88
640.4,118.18,2.72,109,109.71,265.08,496.89,57.88,521.61,59.72,875.67,58.43,8.26
641.42,120.41,7.33,108.97,109.74,264.48,496.89,53.27,528.71,68.59,875.06,59.55,7.88
642.43,114.48,9.88,109.12,109.82,264.23,498.03,50.72,528.23,76.34,875.88,59.58,7.88
643.45,82.97,8.56,109.16,109.86,264.18,496.89,52.04,530.85,77.14,872.81,59.81,7.88
644.49,120.4,5.88,109.16,109.9,264.18,498.03,54.72,488.51,85.71,875.67,59.58,7.5
645.53,120.4,4.08,109.19,109.93,263.94,497.65,56.52,474.03,85.89,874.86,59.87,7.88
646.56,120.4,7.5,109.23,109.97,263.83,501.84,53.1,790.51,34.73,879.16,59.37,8.64
647.6,120.4,4.96,109.31,110.05,263.83,504.89,55.64,478.79,109.66,880.59,59.72,7.88
648.64,120.4,5.22,109.35,110.09,263.84,503.75,55.38,479.55,85.37,881.21,59.22,7.88
649.65,122.12,5.13,109.42,110.12,263.83,505.28,55.47,481.68,86.26,881.21,59.6,7.88
650.67,122.11,6.76,109.61,110.2,263.82,506.04,53.84,492.17,81.93,883.05,60.04,7.5
651.71,120.4,8.91,109.58,110.24,263.83,503.37,51.69,514.02,79.97,879.57,59.4,7.88
652.73,118.18,7.5,109.54,110.28,263.83,506.8,53.1,502.44,80.07,880.8,59.4,7.5
653.74,101.78,7.99,109.58,110.32,263.56,505.28,52.61,511.88,79.39,882.23,59.46,7.88
654.76,101.79,7.24,109.58,110.35,263.54,505.28,53.36,537.12,76.19,882.64,59.84,7.88
655.8,106.66,8.56,109.5,110.43,263.25,504.89,52.04,518.23,80.37,880.8,59.17,7.88
656.82,67.88,7.19,108.77,110.62,259.85,486.98,54.11,455.35,75.64,864.36,59.02,7.88
657.83,117.47,8.29,108.97,110.66,259.86,488.5,53.01,514.78,95.72,860.06,59.22,7.88
658.85,114.48,10.14,109.08,110.7,259.85,540.35,51.16,524.23,93.43,906.6,61.45,7.5
659.87,110.91,8.69,109.27,110.73,259.85,540.73,52.61,525.33,91.78,902.32,61.86,7.88
660.89,122.11,3.42,109.31,110.77,259.87,542.26,57.88,446.45,90.44,903.14,61.92,7.88
